"modelType","feature","OR","X","DF"
"karaf _BASE_PRODUCT_PROCESS","LOC",0.663969418161094,6.06878158184173,1
"karaf _BASE_PRODUCT_PROCESS","tt_coupling_prod",-0.598924907533032,4.45075255488922,1
"karaf _BASE_PRODUCT_PROCESS","General.Fixture",0.233268039071631,6.16237370567825,1
"karaf _BASE_PRODUCT_PROCESS","Print.Statement",0.67928482299254,7.05193764143002,1
"karaf _BASE_PRODUCT_PROCESS","Sleepy.Test",2.70121822183062,21.8489997156236,1
"karaf _BASE_PRODUCT_PROCESS","Unknown.Test",-0.358555661784605,4.57140988598496,1
"karaf _BASE_PRODUCT_PROCESS","Eager.Test_added",-6.75013239147496,4.24194900796869,1
"karaf _BASE_PRODUCT_PROCESS","IgnoredTest_added",1.18157261509129,6.87617611722777,1
"karaf _BASE_PRODUCT_PROCESS","Magic.Number.Test_added",2.40370885874171,7.12946691729849,1
"karaf _BASE_PRODUCT_PROCESS","General.Fixture_removed",29.8139639145417,9.921035105893,1
