"modelType","feature","OR","X","DF"
"flink _BASE_PRODUCT_PROCESS","LOC",0.561705925273275,642.793080645784,1
"flink _BASE_PRODUCT_PROCESS","pre_bug",0.403948006588293,489.764445656878,1
"flink _BASE_PRODUCT_PROCESS","codeChurn",-0.00768416306542404,92.3080920124867,1
"flink _BASE_PRODUCT_PROCESS","deletedLine",-0.211353647623372,4.11367748043631,1
"flink _BASE_PRODUCT_PROCESS","fileChurn",1.18332258041208,145.342808514501,1
"flink _BASE_PRODUCT_PROCESS","ts_coupling_prod",0.145621557816503,21.820522222275,1
"flink _BASE_PRODUCT_PROCESS","Conditional.Test.Logic",0.158034847199311,10.919014643021,1
"flink _BASE_PRODUCT_PROCESS","Exception.Catching.Throwing",-0.135949065822946,5.52513023470692,1
"flink _BASE_PRODUCT_PROCESS","General.Fixture",0.306768079298363,14.4522065379997,1
"flink _BASE_PRODUCT_PROCESS","Mystery.Guest",0.466018152346229,24.5337808042586,1
"flink _BASE_PRODUCT_PROCESS","Lazy.Test",-0.100312820440758,4.03026742556631,1
"flink _BASE_PRODUCT_PROCESS","Unknown.Test",-0.264545021630017,23.0213137612018,1
"flink _BASE_PRODUCT_PROCESS","Magic.Number.Test",-0.165222893858643,6.97940110926356,1
"flink _BASE_PRODUCT_PROCESS","EmptyTest_added",-1.44236538327768,5.74546339734752,1
"flink _BASE_PRODUCT_PROCESS","Mystery.Guest_added",-0.273147313260612,4.92564082221907,1
"flink _BASE_PRODUCT_PROCESS","Duplicate.Assert_removed",0.345750321656723,4.13065138362981,1
"flink _BASE_PRODUCT_PROCESS","Magic.Number.Test_removed",0.735357628820075,8.06128544164403,1
