"modelType","feature","OR","X","DF"
"hive _BASE_PRODUCT_PROCESS","LOC",0.239207650834096,361.137593074196,1
"hive _BASE_PRODUCT_PROCESS","pre_bug",-0.141996830013846,8.82982691989127,1
"hive _BASE_PRODUCT_PROCESS","codeChurn",0.133765622469761,34.8325617952287,1
"hive _BASE_PRODUCT_PROCESS","ts_coupling_prod",0.280921757266359,28.4026061097175,1
"hive _BASE_PRODUCT_PROCESS","tt_coupling_prod",-0.614120854401771,67.6160274274553,1
"hive _BASE_PRODUCT_PROCESS","Conditional.Test.Logic",0.12447612986315,4.9316499029228,1
"hive _BASE_PRODUCT_PROCESS","EmptyTest",0.634981421432042,6.92168256707555,1
"hive _BASE_PRODUCT_PROCESS","General.Fixture",0.122918804629729,18.471386303916,1
"hive _BASE_PRODUCT_PROCESS","Lazy.Test",-0.191965950217222,23.948855322682,1
"hive _BASE_PRODUCT_PROCESS","Duplicate.Assert",0.0855665501290822,7.95511208675453,1
"hive _BASE_PRODUCT_PROCESS","Unknown.Test",0.142863920813796,17.6029328008481,1
"hive _BASE_PRODUCT_PROCESS","IgnoredTest",0.093976663578278,3.99520821010265,1
"hive _BASE_PRODUCT_PROCESS","Resource.Optimism",0.696162277470723,11.2919434184696,1
"hive _BASE_PRODUCT_PROCESS","Conditional.Test.Logic_added",-0.409032194377351,4.04537563085614,1
"hive _BASE_PRODUCT_PROCESS","Mystery.Guest_added",-0.189800401141195,9.25986682188704,1
"hive _BASE_PRODUCT_PROCESS","Duplicate.Assert_added",0.586716646066059,15.4200591460431,1
"hive _BASE_PRODUCT_PROCESS","IgnoredTest_added",0.246073824622891,4.77565247560415,1
"hive _BASE_PRODUCT_PROCESS","Redundant.Assertion_removed",-1.37877081798917,5.88543396783098,1
"hive _BASE_PRODUCT_PROCESS","Sensitive.Equality_removed",-1.36868402674208,7.37116321561189,1
"hive _BASE_PRODUCT_PROCESS","Eager.Test_removed",0.709200432763645,5.39910791349212,1
"hive _BASE_PRODUCT_PROCESS","Duplicate.Assert_removed",0.615305413347155,4.21225195950683,1
"hive _BASE_PRODUCT_PROCESS","Unknown.Test_removed",-0.876537177705479,8.17419110430092,1
"hive _BASE_PRODUCT_PROCESS","Magic.Number.Test_removed",-0.623168761262977,3.84305148240492,1
