"modelType","feature","OR","X","DF"
"kafka _BASE_PRODUCT","LOC",0.232230202440499,499.18727451822,1
"kafka _BASE_PRODUCT","pre_bug",0.567947618322385,244.572350171832,1
"kafka _BASE_PRODUCT","codeChurn",0.00601215636944667,16.9565565606281,1
"kafka _BASE_PRODUCT","fileChurn",0.690634950123902,39.8078407791163,1
"kafka _BASE_PRODUCT","ts_coupling_prod",0.445171586064841,38.3179215409027,1
"kafka _BASE_PRODUCT","tt_coupling_prod",0.280767987158281,9.54531132889815,1
"kafka _BASE_PRODUCT","Exception.Catching.Throwing",0.282607929919591,23.5464936057597,1
"kafka _BASE_PRODUCT","Mystery.Guest",0.252847910672395,13.2183618747713,1
"kafka _BASE_PRODUCT","Redundant.Assertion",-1.03630497763029,5.47973674894138,1
"kafka _BASE_PRODUCT","Lazy.Test",-0.246922208461659,12.0741379673473,1
"kafka _BASE_PRODUCT","Duplicate.Assert",0.275981171094009,8.36488752485411,1
"kafka _BASE_PRODUCT","Unknown.Test",-0.163679823908988,5.09555109809389,1
"kafka _BASE_PRODUCT","Magic.Number.Test",0.248836370734399,7.4122653503423,1
