,parent_commit,parent_test_file,current_commit,current_test_file,committer,committed_date,change_type,parent_prod_file,current_prod_file,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
0,fe0ee85c71faada0acb48a65f249575c65bf0972,test/unit/org/apache/cassandra/cql3/CDCStatementTest.java,5133526733f7ff24062acb5aa57fcfff050ac424,test/unit/org/apache/cassandra/cql3/CDCStatementTest.java,Jason Brown,1515680824,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fe0ee85c71faada0acb48a65f249575c65bf0972,test/unit/org/apache/cassandra/db/commitlog/CommitLogSegmentManagerCDCTest.java,5133526733f7ff24062acb5aa57fcfff050ac424,test/unit/org/apache/cassandra/db/commitlog/CommitLogSegmentManagerCDCTest.java,Jason Brown,1515680824,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0ac5a17d3aac49f678f8b1ec4c934c8a0e7367ab,test/unit/org/apache/cassandra/db/ReadCommandTest.java,419552a93f4e164dfce3cb6fea15328abade5d3f,test/unit/org/apache/cassandra/db/ReadCommandTest.java,Jon Haddad,1515698699,M,,,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3,0ac5a17d3aac49f678f8b1ec4c934c8a0e7367ab,test/unit/org/apache/cassandra/io/compress/CompressedSequentialWriterTest.java,8587b0ceb47fa54308dfa9b0bfdc320e6afdc311,test/unit/org/apache/cassandra/io/compress/CompressedSequentialWriterTest.java,Jason Brown,1515701406,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0ac5a17d3aac49f678f8b1ec4c934c8a0e7367ab,test/unit/org/apache/cassandra/io/util/FileUtilsTest.java,8587b0ceb47fa54308dfa9b0bfdc320e6afdc311,test/unit/org/apache/cassandra/io/util/FileUtilsTest.java,Jason Brown,1515701406,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0ac5a17d3aac49f678f8b1ec4c934c8a0e7367ab,test/unit/org/apache/cassandra/utils/BloomFilterTest.java,8587b0ceb47fa54308dfa9b0bfdc320e6afdc311,test/unit/org/apache/cassandra/utils/BloomFilterTest.java,Jason Brown,1515701406,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0ac5a17d3aac49f678f8b1ec4c934c8a0e7367ab,test/unit/org/apache/cassandra/utils/NativeLibraryTest.java,8587b0ceb47fa54308dfa9b0bfdc320e6afdc311,test/unit/org/apache/cassandra/utils/NativeLibraryTest.java,Jason Brown,1515701406,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,6d324f9d769f24ac209f6ea7649fee02b0200ba0,test/long/org/apache/cassandra/utils/LongBitSetTest.java,7533ff089ab913262e7a540cc778d7f67ce17ce1,test/long/org/apache/cassandra/utils/LongBitSetTest.java,Jason Brown,1516227391,D,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8,6d324f9d769f24ac209f6ea7649fee02b0200ba0,test/long/org/apache/cassandra/utils/LongBloomFilterTest.java,7533ff089ab913262e7a540cc778d7f67ce17ce1,test/long/org/apache/cassandra/utils/LongBloomFilterTest.java,Jason Brown,1516227391,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,6d324f9d769f24ac209f6ea7649fee02b0200ba0,test/unit/org/apache/cassandra/utils/BitSetTest.java,7533ff089ab913262e7a540cc778d7f67ce17ce1,test/unit/org/apache/cassandra/utils/BitSetTest.java,Jason Brown,1516227391,D,,,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
10,6d324f9d769f24ac209f6ea7649fee02b0200ba0,test/unit/org/apache/cassandra/utils/BloomFilterTest.java,7533ff089ab913262e7a540cc778d7f67ce17ce1,test/unit/org/apache/cassandra/utils/BloomFilterTest.java,Jason Brown,1516227391,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,6d324f9d769f24ac209f6ea7649fee02b0200ba0,test/unit/org/apache/cassandra/utils/SerializationsTest.java,7533ff089ab913262e7a540cc778d7f67ce17ce1,test/unit/org/apache/cassandra/utils/SerializationsTest.java,Jason Brown,1516227391,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
12,,,7533ff089ab913262e7a540cc778d7f67ce17ce1,test/unit/org/apache/cassandra/utils/obs/OffHeapBitSetTest.java,Jason Brown,1516227391,A,,,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,d0b7566ff8386c4246ec24232256e7860338b724,test/unit/org/apache/cassandra/gms/GossiperTest.java,e7b9c1f50a9875682b480a3ab69e662f4b097d4d,test/unit/org/apache/cassandra/gms/GossiperTest.java,Jason Brown,1516371471,M,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,d0b7566ff8386c4246ec24232256e7860338b724,test/unit/org/apache/cassandra/schema/SchemaKeyspaceTest.java,e7b9c1f50a9875682b480a3ab69e662f4b097d4d,test/unit/org/apache/cassandra/schema/SchemaKeyspaceTest.java,Jason Brown,1516371471,M,,,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,716d08f9090deb4c0c48096b5044186d270feb45,test/unit/org/apache/cassandra/io/sstable/LegacySSTableTest.java,d6cc5943250a7c19adb42ef86dc9a186d4e52166,test/unit/org/apache/cassandra/io/sstable/LegacySSTableTest.java,Jason Brown,1516372850,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,716d08f9090deb4c0c48096b5044186d270feb45,test/unit/org/apache/cassandra/utils/BloomFilterTest.java,d6cc5943250a7c19adb42ef86dc9a186d4e52166,test/unit/org/apache/cassandra/utils/BloomFilterTest.java,Jason Brown,1516372850,M,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,716d08f9090deb4c0c48096b5044186d270feb45,test/unit/org/apache/cassandra/utils/SerializationsTest.java,d6cc5943250a7c19adb42ef86dc9a186d4e52166,test/unit/org/apache/cassandra/utils/SerializationsTest.java,Jason Brown,1516372850,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,716d08f9090deb4c0c48096b5044186d270feb45,test/unit/org/apache/cassandra/utils/obs/OffHeapBitSetTest.java,d6cc5943250a7c19adb42ef86dc9a186d4e52166,test/unit/org/apache/cassandra/utils/obs/OffHeapBitSetTest.java,Jason Brown,1516372850,M,,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,9635c6041a1b70dbefc6ca2b5b58b08717077300,test/unit/org/apache/cassandra/cql3/validation/entities/CollectionsTest.java,4de7a65ed9f3c97658a80dd64032ad6e82e9d58b,test/unit/org/apache/cassandra/cql3/validation/entities/CollectionsTest.java,Benjamin Lerer,1516806498,M,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,4de7a65ed9f3c97658a80dd64032ad6e82e9d58b,test/long/org/apache/cassandra/locator/DynamicEndpointSnitchLongTest.java,59b5b6bef0fa76bf5740b688fcd4d9cf525760d0,test/long/org/apache/cassandra/locator/DynamicEndpointSnitchLongTest.java,Ariel Weisberg,1516908744,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
