,parent_commit,parent_test_file,current_commit,current_test_file,committer,committed_date,change_type,parent_prod_file,current_prod_file,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
0,d7b59d761601baba6765bb4fc407bcd9fd6a9387,flink-core/src/test/java/org/apache/flink/types/parser/BooleanValueParserTest.java,4b1a9c72e99125680035e5dadc148b187d9d4124,flink-core/src/test/java/org/apache/flink/types/parser/BooleanValueParserTest.java,twalthr,1474288559,M,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/BooleanValueParser.java,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/BooleanValueParser.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,d7b59d761601baba6765bb4fc407bcd9fd6a9387,flink-core/src/test/java/org/apache/flink/types/parser/ByteParserTest.java,4b1a9c72e99125680035e5dadc148b187d9d4124,flink-core/src/test/java/org/apache/flink/types/parser/ByteParserTest.java,twalthr,1474288559,M,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/ByteParser.java,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/ByteParser.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,d7b59d761601baba6765bb4fc407bcd9fd6a9387,flink-core/src/test/java/org/apache/flink/types/parser/ByteValueParserTest.java,4b1a9c72e99125680035e5dadc148b187d9d4124,flink-core/src/test/java/org/apache/flink/types/parser/ByteValueParserTest.java,twalthr,1474288559,M,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/ByteValueParser.java,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/ByteValueParser.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,d7b59d761601baba6765bb4fc407bcd9fd6a9387,flink-core/src/test/java/org/apache/flink/types/parser/DoubleParserTest.java,4b1a9c72e99125680035e5dadc148b187d9d4124,flink-core/src/test/java/org/apache/flink/types/parser/DoubleParserTest.java,twalthr,1474288559,M,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/DoubleParser.java,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/DoubleParser.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,d7b59d761601baba6765bb4fc407bcd9fd6a9387,flink-core/src/test/java/org/apache/flink/types/parser/DoubleValueParserTest.java,4b1a9c72e99125680035e5dadc148b187d9d4124,flink-core/src/test/java/org/apache/flink/types/parser/DoubleValueParserTest.java,twalthr,1474288559,M,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/DoubleValueParser.java,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/DoubleValueParser.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,d7b59d761601baba6765bb4fc407bcd9fd6a9387,flink-core/src/test/java/org/apache/flink/types/parser/FloatParserTest.java,4b1a9c72e99125680035e5dadc148b187d9d4124,flink-core/src/test/java/org/apache/flink/types/parser/FloatParserTest.java,twalthr,1474288559,M,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/FloatParser.java,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/FloatParser.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,d7b59d761601baba6765bb4fc407bcd9fd6a9387,flink-core/src/test/java/org/apache/flink/types/parser/FloatValueParserTest.java,4b1a9c72e99125680035e5dadc148b187d9d4124,flink-core/src/test/java/org/apache/flink/types/parser/FloatValueParserTest.java,twalthr,1474288559,M,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/FloatValueParser.java,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/FloatValueParser.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,d7b59d761601baba6765bb4fc407bcd9fd6a9387,flink-core/src/test/java/org/apache/flink/types/parser/IntParserTest.java,4b1a9c72e99125680035e5dadc148b187d9d4124,flink-core/src/test/java/org/apache/flink/types/parser/IntParserTest.java,twalthr,1474288559,M,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/IntParser.java,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/IntParser.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,d7b59d761601baba6765bb4fc407bcd9fd6a9387,flink-core/src/test/java/org/apache/flink/types/parser/IntValueParserTest.java,4b1a9c72e99125680035e5dadc148b187d9d4124,flink-core/src/test/java/org/apache/flink/types/parser/IntValueParserTest.java,twalthr,1474288559,M,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/IntValueParser.java,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/IntValueParser.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,d7b59d761601baba6765bb4fc407bcd9fd6a9387,flink-core/src/test/java/org/apache/flink/types/parser/LongParserTest.java,4b1a9c72e99125680035e5dadc148b187d9d4124,flink-core/src/test/java/org/apache/flink/types/parser/LongParserTest.java,twalthr,1474288559,M,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/LongParser.java,/hdd/dj/testSmellDetection/gitRepo/flink/flink-core/src/main/java/org/apache/flink/types/parser/LongParser.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
